,revenue_30,numorderone,numorderthreeone,numorderseventhree,numorderthirtyseven,numordersixtythirty,numorderyearsixty,sumrevone,sumrevthreeone,sumrevseventhree,sumrevthirtyseven,sumrevsixtythirty,sumrevyearsixty,numbamorder,numselforder,totalrev,aov,dayssincelastord,cuidshare,numstores,pospercentage,numinf,numinfconnect,numinfphone,numinfquote,percentlarge,percdirtythirty,percdirtyninetythirty,percdirtyyearninety,numbilling,numreturn,numwims,numproblem,numother,percentresolved,minnps,avgnps,maxnps,nps_count,numquote,numorderfromquote,quoteconrate,avgquoteprice,avgconquoteprice,numvisitone,numvisitthreeone,numvisitseventhree,numvisitthirtyseven,numvisitsixtythirty,numvisityearsixty,numvisittotal,numloggedinone,numloggedinthreeone,numloggedinseventhree,numloggedinthirtyseven,numloggedinsixtythirty,numloggedinyearsixty,numsecondsonsiteone,numsecondsonsitethreeone,numsecondsonsiteseventhree,numsecondsonsitethirtyseven,numsecondsonsitesixtythirty,numsecondsonsiteyearsixty,numtotalpageviewsone,numtotalpageviewsthreeone,numtotalpageviewsseventhree,numtotalpageviewsthirtyseven,numtotalpageviewssixtythirty,numtotalpageviewsyearsixty,numatcone,numatcthreeone,numatcseventhree,numatcthirtyseven,numatcsixtythirty,numatcyearsixty,numideaboardone,numideaboardthreeone,numideaboardseventhree,numideaboardthirtyseven,numideaboardsixtythirty,numideaboardyearsixty,dayssincelastvisit,sumatcprice,avgatcprice,numsearchtermsone,numsearchtermsthreeone,numsearchtermsseventhree,numsearchtermsthirtyseven,numsearchtermssixtythirty,numsearchtermsyearsixty,numskusviewedone,numskusviewedthreeone,numskusviewedseventhree,numskusviewedthirtyseven,numskusviewedsixtythirty,numskusviewedyearsixty,avgpriceone,avgpricethreeone,avgpriceseventhree,avgpricethirtyseven,avgpricesixtythirty,avgpriceyearsixty,avgprice,numtasksfirstintroone,numtasksfirstintrothreeone,numtasksfirstintroseventhree,numtasksfirstintrothirtyseven,numtasksfirstintrosixtythirty,numtasksfirstintroyearsixty,numtaskscadenceone,numtaskscadencethreeone,numtaskscadenceseventhree,numtaskscadencethirtyseven,numtaskscadencesixtythirty,numtaskscadenceyearsixty,numtasksreassignone,numtasksreassignthreeone,numtasksreassignseventhree,numtasksreassignthirtyseven,numtasksreassignsixtythirty,numtasksreassignyearsixty,numtaskscustactone,numtaskscustactthreeone,numtaskscustactseventhree,numtaskscustactthirtyseven,numtaskscustactsixtythirty,numtaskscustactyearsixty,numcallsone,numcallsthreeone,numcallsseventhree,numcallsthirtyseven,numcallssixtythirty,numcallsyearsixty,numemailsone,numemailsthreeone,numemailsseventhree,numemailsthirtyseven,numemailssixtythirty,numemailsyearsixty,totalcalldurationone,totalcalldurationthreeone,totalcalldurationseventhree,totalcalldurationthirtyseven,totalcalldurationsixtythirty,totalcalldurationyearsixty,percsecondsinbound,percemailopenedone,percemailopenedthreeone,percemailopenedseventhree,percemailopenedthirtyseven,percemailopenedsixtythirty,percemailopenedyearsixty,percemailclickedone,percemailclickedthreeone,percemailclickedseventhree,percemailclickedthirtyseven,percemailclickedsixtythirty,percemailclickedyearsixty,currentapplicability,numemaillist,dayssinceenrollment,roll_up_Onboarding,roll_up_Retention,roll_up_Unmanaged,currentstatus_Active,currentstatus_Enrolled,currentstatus_In Progress,companytypegroup_Business,companytypegroup_Trade,team_CA,team_US,customersource_Affiliates,customersource_Bulk Upload,customersource_Email,customersource_External Application,customersource_Gateway,customersource_Internal Application,customersource_Internal Customer Scrape,customersource_Other,customersource_Partners,customersource_Quotes,customersource_Referral,customersource_Search - Paid,customersource_Social - Paid,accrole_None,accrole_Other,accrole_Primary,accrole_Purchaser,num_employees_1,num_employees_11to50,num_employees_2to5,num_employees_50plus,num_employees_6to10,num_employees_None,num_purchases_year_11to25,num_purchases_year_1to2,num_purchases_year_25plus,num_purchases_year_3to5,num_purchases_year_6to10,num_purchases_year_None,cost_purchases_year_100plus,cost_purchases_year_1to5,cost_purchases_year_25to100,cost_purchases_year_5to25,cost_purchases_year_None,cost_purchases_year_lessthan1,enrollmentmethod_directEIN,enrollmentmethod_directOther,enrollmentmethod_email,enrollmentmethod_liveTransfer,enrollmentmethod_other,enrollmentmethod_phone
3119,195.2767,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,1.0,0.0,0.0,1259.98,1504.7561148694288,0.0,1.0,3.0,30.0,12.0,49.0,95.0,0.0,1.0,3.0,21.0,9.0,34.0,0.0,167.0,93.0,37699.0,27871.0,57505.0,0.0,6.0,7.0,253.0,197.0,888.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,7.0,4.0,11.0,3,170.08,56.6933333333333,0.0,0.0,0.0,14.0,5.0,33.0,0.0,1.0,3.0,61.0,26.0,152.0,557.0595433396633,1384.0,179.333333333333,247.680819672131,646.420769230769,1060.5807894736802,802.657407407407,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.181818181818182,0.12962962962963,0.0192307692307692,0.078125,0.0,0.0,0.0,0.0925925925925926,0.0,0.03125,8.5,2.0,9,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0
3164,159.99,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,2259.99,2393.34,1.0,6.0,4653.33,664.761428571429,49,1.0,2.0,0.0,7.0,5.0,2.0,0.0,0.28571428571428603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,1.0,2.0,10.0,24.0,34.0,165.0,236.0,1.0,0.0,2.0,12.0,18.0,62.0,48.0,722.0,1990.0,14114.0,43105.0,175887.0,2.0,13.0,31.0,207.0,407.0,1921.0,0.0,0.0,0.0,2.0,8.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1,730.44,243.48,0.0,0.0,0.0,4.0,22.0,32.0,2.0,1.0,9.0,52.0,84.0,435.0,148.495,266.25,412.70555555555603,808.429807692308,637.186071428571,1020.7868505747099,932.901972555746,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,489.0,0.07016670139376184,0.0,0.4,0.111111111111111,0.175,0.188679245283019,0.0907840440165062,0.0,0.1,0.0555555555555556,0.1375,0.0849056603773585,0.0426409903713893,5.66666666666667,3.0,86,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
3172,290.3538,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,1.0,1.0,1.0,2.0,7.0,12.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1675.0,354.0,81.0,1136.0,3863.0,0.0,42.0,17.0,4.0,18.0,51.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2348.7450223413953,383.4006528766059,0.0,5.0,0.0,1.0,0.0,1.0,0.0,9.0,3.0,1.0,1.0,8.0,557.0595433396633,118.03,684.983333333333,549.0,65.0,624.06,396.531818181818,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.119402985074627,0.0,0.0,0.0,0.0,1.0,0.0447761194029851,0.0,1.0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3177,289.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,132.99,0.0,0.0,0.0,1.0,132.99,132.99,20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,10.0,3.0,33.0,46.0,0.0,0.0,0.0,4.0,0.0,16.0,0.0,0.0,0.0,6522.0,10273.0,61305.0,0.0,0.0,0.0,41.0,34.0,397.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,19,134.99,134.99,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,10.0,5.0,74.0,557.0595433396633,642.5092903335704,595.2858935752498,285.714,561.2280000000002,207.65297297297298,236.28764044943802,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.75907353442077,0.0,0.0,0.07016670139376184,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,0.166666666666667,0.0,0.0,5.087618976054497,1.3320809538122433,23,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3179,856.99,1.0,0.0,0.0,1.0,0.0,0.0,111.99,0.0,0.0,475.45,0.0,0.0,0.0,2.0,587.44,293.72,1,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,2.0,3.0,2.0,26.0,18.0,23.0,74.0,1.0,2.0,2.0,13.0,4.0,0.0,5540.0,1604.0,3229.0,12932.0,17603.0,8254.0,36.0,26.0,22.0,204.0,183.0,132.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,803.98,267.993333333333,0.1174007365925029,0.22183542707229706,0.4178396650017658,2.015337268553554,2.1171989304273247,11.138741738560112,5.0,4.0,2.0,27.0,21.0,12.0,231.094,423.545,1178.5,959.6625925925928,1284.5719047619,438.621666666667,892.3522535211272,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0218181818181818,0.0,0.0,0.0,0.0476190476190476,0.0,0.0218181818181818,5.087618976054497,1.3320809538122433,27,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
3184,594.98,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,151.37,646.72,25.99,0.0,8.0,824.08,103.01,15,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,10.0,10.0,10.0,1.0,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,7.0,25.0,76.0,108.0,0.0,0.0,0.0,7.0,23.0,58.0,0.0,0.0,0.0,38834.0,55541.0,212012.0,0.0,0.0,0.0,334.0,559.0,2350.0,0.0,0.0,0.0,4.0,9.0,25.0,0.0,0.0,0.0,2.0,6.0,18.0,14,885.94,73.8283333333333,0.0,0.0,0.0,10.0,22.0,25.0,0.0,0.0,0.0,144.0,188.0,788.0,557.0595433396633,642.5092903335704,595.2858935752498,226.471458333333,227.67329787234,257.855164974619,248.753875,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,508.0,0.07016670139376184,1.0,0.0,1.0,0.6,0.818181818181818,0.75,0.0,0.0,0.0,0.0,0.136363636363636,0.0333333333333333,5.087618976054497,1.3320809538122433,77,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
3188,275.93,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,5.0,9.0,18.0,85.0,117.0,0.0,0.0,1.0,1.0,1.0,16.0,0.0,0.0,1301.0,2773.0,3369.0,67506.0,0.0,0.0,55.0,95.0,99.0,1079.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,4,2348.7450223413953,383.4006528766059,0.0,0.0,3.0,10.0,1.0,30.0,0.0,0.0,13.0,23.0,39.0,315.0,557.0595433396633,642.5092903335704,124.616153846154,342.680434782609,664.041538461538,314.392444444444,344.69974358974406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,272.0,0.0,0.0,0.0,0.0,0.0,0.0112359550561798,0.0165289256198347,0.013986013986014,0.0,0.0,0.0588235294117647,0.0224719101123595,0.0165289256198347,0.027972027972028,8.0,2.0,65,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
3214,179.98,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,669.98,0.0,0.0,0.0,1.0,669.98,669.98,13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,4.0,25.0,4.0,26.0,59.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,4525.0,42117.0,1081.0,20173.0,0.0,0.0,9.0,326.0,13.0,214.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4,7270.58,1211.76333333333,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3.0,71.0,2.0,42.0,557.0595433396633,642.5092903335704,125.0,1092.77661971831,272.325,570.52619047619,868.380423728814,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,423.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.125,0.0,0.0,5.087618976054497,1.3320809538122433,15,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
3215,213.98,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,0.0,4.0,9.0,33.0,46.0,0.0,0.0,0.0,2.0,9.0,14.0,0.0,0.0,0.0,1552.0,20309.0,12657.0,0.0,0.0,0.0,29.0,118.0,234.0,0.0,0.0,0.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,18,310.0,155.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,11.0,55.0,51.0,557.0595433396633,642.5092903335704,595.2858935752498,122.813636363636,136.100909090909,289.379607843137,201.66547008547002,0.030323424939240978,0.052121891942419146,0.08244531688166012,0.3207328472611703,0.2228453916619929,0.3307160216862965,0.0006356328285660871,0.0016451673209945785,0.003739016638624042,0.032828566087119086,0.02400448681996635,0.05616002991213311,0.0,7.478033277248083e-05,0.00014956066554496167,0.000448681996634885,0.00029912133108992334,0.0014956066554496167,0.0002243409983174425,0.0004112918302486446,0.0009347541596560105,0.00358945597307908,0.0038511871377827633,0.009422321929332586,0.03406244157786502,0.05563656758272574,0.09362497663114601,0.38777341559169937,0.30689848569826134,1.69328846513367,0.01514301738642737,0.02931389044681249,0.047223780145821646,0.1985043933445504,0.1588334268087493,0.7279117592073284,5.491300901988905,8.523223426678712,15.42769750422218,60.75907353442077,46.68901086507012,260.1266702095354,0.07016670139376184,0.0,0.0,0.0,0.0,0.1,0.028169014084507005,0.0,0.0,0.0,0.0,0.0666666666666667,0.0140845070422535,3.0,1.0,31,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
3220,101.72,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,2.0,2.0,1.0,2.0,2.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4907.0,680.0,0.0,34.0,738.0,0.0,98.0,39.0,1.0,4.0,30.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,2,40.99,40.99,0.0,0.0,0.0,0.0,0.0,4.0,0.0,16.0,8.0,0.0,0.0,4.0,557.0595433396633,525.07875,33.2425,553.4246656001163,542.959517501028,122.2475,327.006785714286,0.030323424939240978,0.052121891942419146,0.08244531688166012,0.3207328472611703,0.2228453916619929,0.3307160216862965,0.0006356328285660871,0.0016451673209945785,0.003739016638624042,0.032828566087119086,0.02400448681996635,0.05616002991213311,0.0,7.478033277248083e-05,0.00014956066554496167,0.000448681996634885,0.00029912133108992334,0.0014956066554496167,0.0002243409983174425,0.0004112918302486446,0.0009347541596560105,0.00358945597307908,0.0038511871377827633,0.009422321929332586,0.03406244157786502,0.05563656758272574,0.09362497663114601,0.38777341559169937,0.30689848569826134,1.69328846513367,0.01514301738642737,0.02931389044681249,0.047223780145821646,0.1985043933445504,0.1588334268087493,0.7279117592073284,5.491300901988905,8.523223426678712,15.42769750422218,60.75907353442077,46.68901086507012,260.1266702095354,0.07016670139376184,1.0,1.0,0.5,0.0,0.0,0.141104294478528,0.0,0.0,0.25,0.0,0.0,0.0122699386503067,0.5,2.0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
3235,1512.81,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,10.0,10.0,10.0,1.0,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,3.0,4.0,2.0,20.0,15.0,35.0,79.0,3.0,1.0,2.0,20.0,8.0,0.0,10842.0,13590.0,1068.0,20690.0,23330.0,37336.0,45.0,36.0,57.0,416.0,456.0,665.0,1.0,1.0,0.0,7.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1,9027.42,564.21375,1.0,3.0,0.0,4.0,3.0,7.0,7.0,4.0,6.0,101.0,62.0,148.0,394.0014285714289,514.57,1153.1183333333302,733.5161386138609,363.61048387096804,674.381824324324,634.672225609756,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.491300901988905,0.0,0.0,0.0,0.0,0.0,0.07016670139376184,0.0,0.0,0.111111111111111,0.0952380952380952,0.14,0.0638297872340425,0.0,0.0,0.0,0.0158730158730159,0.06,0.0425531914893617,7.0,1.0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3267,77.99,0.022366522366522368,0.0378272521129664,0.0782312925170068,0.3364254792826221,0.3370439084724799,1.323953823953824,10.836336487322212,17.994792084106383,39.92685131931549,153.2731109896892,141.94815756107494,641.592621288684,0.20820449391877963,1.927643784786642,1005.9117872022583,489.6433235101759,1000,0.9759889299195631,1.093176664605236,-0.0033029132951051094,0.9451376714447768,0.35124265236671137,0.5523357739507064,0.07930287717850881,0.16713655637750108,0.06129529012182072,0.05828086222080533,0.09289248178320615,0.3137254901960784,0.39155354449472096,0.6437405731523379,0.9040723981900453,1.1104072398190046,0.6968152876710525,8.802454704850964,8.839811026690045,8.873758036236119,1.1057860900058445,2.0566518141311265,0.6626352641629535,0.3617673730312738,2259.2865248775997,1504.7561148694288,0.0,0.0,4.0,9.0,10.0,26.0,49.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,234.0,2557.0,1303.0,731.0,0.0,0.0,10.0,60.0,24.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2348.7450223413953,383.4006528766059,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,17.0,7.0,10.0,557.0595433396633,642.5092903335704,529.993333333333,804.672941176471,342.297142857143,1122.8339999999996,780.9145945945952,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,44.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4814814814814821,0.8888888888888891,0.0,0.0,0.0,0.166666666666667,0.0740740740740741,0.444444444444444,0.0,7.0,1.0,14,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
